image,name of stamp,price,day,month,year,class
dataset/augmented\374_augmented_9.jpg,Dadabhai Naoroji,5,29,12,2017.0,374
dataset/augmented\374_augmented_10.jpg,Dadabhai Naoroji,5,29,12,2017.0,374
dataset/augmented\375_augmented_1.jpg,Stepwells,5,29,12,2017.0,375
dataset/augmented\375_augmented_2.jpg,Stepwells,5,29,12,2017.0,375
dataset/augmented\375_augmented_3.jpg,Stepwells,5,29,12,2017.0,375
dataset/augmented\375_augmented_4.jpg,Stepwells,5,29,12,2017.0,375
dataset/augmented\375_augmented_5.jpg,Stepwells,5,29,12,2017.0,375
dataset/augmented\375_augmented_6.jpg,Stepwells,5,29,12,2017.0,375
dataset/augmented\375_augmented_7.jpg,Stepwells,5,29,12,2017.0,375
dataset/augmented\375_augmented_8.jpg,Stepwells,5,29,12,2017.0,375
dataset/augmented\375_augmented_9.jpg,Stepwells,5,29,12,2017.0,375
dataset/augmented\375_augmented_10.jpg,Stepwells,5,29,12,2017.0,375
dataset/augmented\376_augmented_1.jpg,Stepwells,15,29,12,2017.0,376
dataset/augmented\376_augmented_2.jpg,Stepwells,15,29,12,2017.0,376
dataset/augmented\376_augmented_3.jpg,Stepwells,15,29,12,2017.0,376
dataset/augmented\376_augmented_4.jpg,Stepwells,15,29,12,2017.0,376
dataset/augmented\376_augmented_5.jpg,Stepwells,15,29,12,2017.0,376
dataset/augmented\376_augmented_6.jpg,Stepwells,15,29,12,2017.0,376
dataset/augmented\376_augmented_7.jpg,Stepwells,15,29,12,2017.0,376
dataset/augmented\376_augmented_8.jpg,Stepwells,15,29,12,2017.0,376
dataset/augmented\376_augmented_9.jpg,Stepwells,15,29,12,2017.0,376
dataset/augmented\376_augmented_10.jpg,Stepwells,15,29,12,2017.0,376
dataset/augmented\377_augmented_1.jpg,Stepwells,5,29,12,2017.0,377
dataset/augmented\377_augmented_2.jpg,Stepwells,5,29,12,2017.0,377
dataset/augmented\377_augmented_3.jpg,Stepwells,5,29,12,2017.0,377
dataset/augmented\377_augmented_4.jpg,Stepwells,5,29,12,2017.0,377
dataset/augmented\377_augmented_5.jpg,Stepwells,5,29,12,2017.0,377
dataset/augmented\377_augmented_6.jpg,Stepwells,5,29,12,2017.0,377
dataset/augmented\377_augmented_7.jpg,Stepwells,5,29,12,2017.0,377
dataset/augmented\377_augmented_8.jpg,Stepwells,5,29,12,2017.0,377
dataset/augmented\377_augmented_9.jpg,Stepwells,5,29,12,2017.0,377
dataset/augmented\377_augmented_10.jpg,Stepwells,5,29,12,2017.0,377
dataset/augmented\378_augmented_1.jpg,Stepwells,5,29,12,2017.0,378
dataset/augmented\378_augmented_2.jpg,Stepwells,5,29,12,2017.0,378
dataset/augmented\378_augmented_3.jpg,Stepwells,5,29,12,2017.0,378
dataset/augmented\378_augmented_4.jpg,Stepwells,5,29,12,2017.0,378
dataset/augmented\378_augmented_5.jpg,Stepwells,5,29,12,2017.0,378
dataset/augmented\378_augmented_6.jpg,Stepwells,5,29,12,2017.0,378
dataset/augmented\378_augmented_7.jpg,Stepwells,5,29,12,2017.0,378
dataset/augmented\378_augmented_8.jpg,Stepwells,5,29,12,2017.0,378
dataset/augmented\378_augmented_9.jpg,Stepwells,5,29,12,2017.0,378
dataset/augmented\378_augmented_10.jpg,Stepwells,5,29,12,2017.0,378
dataset/augmented\379_augmented_1.jpg,Stepwells,5,29,12,2017.0,379
dataset/augmented\379_augmented_2.jpg,Stepwells,5,29,12,2017.0,379
dataset/augmented\379_augmented_3.jpg,Stepwells,5,29,12,2017.0,379
dataset/augmented\379_augmented_4.jpg,Stepwells,5,29,12,2017.0,379
dataset/augmented\379_augmented_5.jpg,Stepwells,5,29,12,2017.0,379
dataset/augmented\379_augmented_6.jpg,Stepwells,5,29,12,2017.0,379
dataset/augmented\379_augmented_7.jpg,Stepwells,5,29,12,2017.0,379
dataset/augmented\379_augmented_8.jpg,Stepwells,5,29,12,2017.0,379
dataset/augmented\379_augmented_9.jpg,Stepwells,5,29,12,2017.0,379
dataset/augmented\379_augmented_10.jpg,Stepwells,5,29,12,2017.0,379
dataset/augmented\380_augmented_1.jpg,Stepwells,15,29,12,2017.0,380
dataset/augmented\380_augmented_2.jpg,Stepwells,15,29,12,2017.0,380
dataset/augmented\380_augmented_3.jpg,Stepwells,15,29,12,2017.0,380
dataset/augmented\380_augmented_4.jpg,Stepwells,15,29,12,2017.0,380
dataset/augmented\380_augmented_5.jpg,Stepwells,15,29,12,2017.0,380
dataset/augmented\380_augmented_6.jpg,Stepwells,15,29,12,2017.0,380
dataset/augmented\380_augmented_7.jpg,Stepwells,15,29,12,2017.0,380
dataset/augmented\380_augmented_8.jpg,Stepwells,15,29,12,2017.0,380
dataset/augmented\380_augmented_9.jpg,Stepwells,15,29,12,2017.0,380
dataset/augmented\380_augmented_10.jpg,Stepwells,15,29,12,2017.0,380
dataset/augmented\381_augmented_1.jpg,Stepwells,15,29,12,2017.0,381
dataset/augmented\381_augmented_2.jpg,Stepwells,15,29,12,2017.0,381
dataset/augmented\381_augmented_3.jpg,Stepwells,15,29,12,2017.0,381
dataset/augmented\381_augmented_4.jpg,Stepwells,15,29,12,2017.0,381
dataset/augmented\381_augmented_5.jpg,Stepwells,15,29,12,2017.0,381
dataset/augmented\381_augmented_6.jpg,Stepwells,15,29,12,2017.0,381
dataset/augmented\381_augmented_7.jpg,Stepwells,15,29,12,2017.0,381
dataset/augmented\381_augmented_8.jpg,Stepwells,15,29,12,2017.0,381
dataset/augmented\381_augmented_9.jpg,Stepwells,15,29,12,2017.0,381
dataset/augmented\381_augmented_10.jpg,Stepwells,15,29,12,2017.0,381
dataset/augmented\382_augmented_1.jpg,Stepwells,5,29,12,2017.0,382
dataset/augmented\382_augmented_2.jpg,Stepwells,5,29,12,2017.0,382
dataset/augmented\382_augmented_3.jpg,Stepwells,5,29,12,2017.0,382
dataset/augmented\382_augmented_4.jpg,Stepwells,5,29,12,2017.0,382
dataset/augmented\382_augmented_5.jpg,Stepwells,5,29,12,2017.0,382
dataset/augmented\382_augmented_6.jpg,Stepwells,5,29,12,2017.0,382
dataset/augmented\382_augmented_7.jpg,Stepwells,5,29,12,2017.0,382
dataset/augmented\382_augmented_8.jpg,Stepwells,5,29,12,2017.0,382
dataset/augmented\382_augmented_9.jpg,Stepwells,5,29,12,2017.0,382
dataset/augmented\382_augmented_10.jpg,Stepwells,5,29,12,2017.0,382
dataset/augmented\383_augmented_1.jpg,Stepwells,15,29,12,2017.0,383
dataset/augmented\383_augmented_2.jpg,Stepwells,15,29,12,2017.0,383
dataset/augmented\383_augmented_3.jpg,Stepwells,15,29,12,2017.0,383
dataset/augmented\383_augmented_4.jpg,Stepwells,15,29,12,2017.0,383
dataset/augmented\383_augmented_5.jpg,Stepwells,15,29,12,2017.0,383
dataset/augmented\383_augmented_6.jpg,Stepwells,15,29,12,2017.0,383
dataset/augmented\383_augmented_7.jpg,Stepwells,15,29,12,2017.0,383
dataset/augmented\383_augmented_8.jpg,Stepwells,15,29,12,2017.0,383
dataset/augmented\383_augmented_9.jpg,Stepwells,15,29,12,2017.0,383
dataset/augmented\383_augmented_10.jpg,Stepwells,15,29,12,2017.0,383
dataset/augmented\384_augmented_1.jpg,Stepwells,15,29,12,2017.0,384
dataset/augmented\384_augmented_2.jpg,Stepwells,15,29,12,2017.0,384
dataset/augmented\384_augmented_3.jpg,Stepwells,15,29,12,2017.0,384
dataset/augmented\384_augmented_4.jpg,Stepwells,15,29,12,2017.0,384
dataset/augmented\384_augmented_5.jpg,Stepwells,15,29,12,2017.0,384
dataset/augmented\384_augmented_6.jpg,Stepwells,15,29,12,2017.0,384
dataset/augmented\384_augmented_7.jpg,Stepwells,15,29,12,2017.0,384
dataset/augmented\384_augmented_8.jpg,Stepwells,15,29,12,2017.0,384
dataset/augmented\384_augmented_9.jpg,Stepwells,15,29,12,2017.0,384
dataset/augmented\384_augmented_10.jpg,Stepwells,15,29,12,2017.0,384
dataset/augmented\385_augmented_1.jpg,Stepwells,15,29,12,2017.0,385
dataset/augmented\385_augmented_2.jpg,Stepwells,15,29,12,2017.0,385
dataset/augmented\385_augmented_3.jpg,Stepwells,15,29,12,2017.0,385
dataset/augmented\385_augmented_4.jpg,Stepwells,15,29,12,2017.0,385
dataset/augmented\385_augmented_5.jpg,Stepwells,15,29,12,2017.0,385
dataset/augmented\385_augmented_6.jpg,Stepwells,15,29,12,2017.0,385
dataset/augmented\385_augmented_7.jpg,Stepwells,15,29,12,2017.0,385
dataset/augmented\385_augmented_8.jpg,Stepwells,15,29,12,2017.0,385
dataset/augmented\385_augmented_9.jpg,Stepwells,15,29,12,2017.0,385
dataset/augmented\385_augmented_10.jpg,Stepwells,15,29,12,2017.0,385
dataset/augmented\386_augmented_1.jpg,Stepwells,5,29,12,2017.0,386
dataset/augmented\386_augmented_2.jpg,Stepwells,5,29,12,2017.0,386
dataset/augmented\386_augmented_3.jpg,Stepwells,5,29,12,2017.0,386
dataset/augmented\386_augmented_4.jpg,Stepwells,5,29,12,2017.0,386
dataset/augmented\386_augmented_5.jpg,Stepwells,5,29,12,2017.0,386
dataset/augmented\386_augmented_6.jpg,Stepwells,5,29,12,2017.0,386
dataset/augmented\386_augmented_7.jpg,Stepwells,5,29,12,2017.0,386
dataset/augmented\386_augmented_8.jpg,Stepwells,5,29,12,2017.0,386
dataset/augmented\386_augmented_9.jpg,Stepwells,5,29,12,2017.0,386
dataset/augmented\386_augmented_10.jpg,Stepwells,5,29,12,2017.0,386
dataset/augmented\387_augmented_1.jpg,Stepwells,5,29,12,2017.0,387
dataset/augmented\387_augmented_2.jpg,Stepwells,5,29,12,2017.0,387
dataset/augmented\387_augmented_3.jpg,Stepwells,5,29,12,2017.0,387
dataset/augmented\387_augmented_4.jpg,Stepwells,5,29,12,2017.0,387
dataset/augmented\387_augmented_5.jpg,Stepwells,5,29,12,2017.0,387
dataset/augmented\387_augmented_6.jpg,Stepwells,5,29,12,2017.0,387
dataset/augmented\387_augmented_7.jpg,Stepwells,5,29,12,2017.0,387
dataset/augmented\387_augmented_8.jpg,Stepwells,5,29,12,2017.0,387
dataset/augmented\387_augmented_9.jpg,Stepwells,5,29,12,2017.0,387
dataset/augmented\387_augmented_10.jpg,Stepwells,5,29,12,2017.0,387
dataset/augmented\388_augmented_1.jpg,Stepwells,5,29,12,2017.0,388
dataset/augmented\388_augmented_2.jpg,Stepwells,5,29,12,2017.0,388
dataset/augmented\388_augmented_3.jpg,Stepwells,5,29,12,2017.0,388
dataset/augmented\388_augmented_4.jpg,Stepwells,5,29,12,2017.0,388
dataset/augmented\388_augmented_5.jpg,Stepwells,5,29,12,2017.0,388
dataset/augmented\388_augmented_6.jpg,Stepwells,5,29,12,2017.0,388
dataset/augmented\388_augmented_7.jpg,Stepwells,5,29,12,2017.0,388
dataset/augmented\388_augmented_8.jpg,Stepwells,5,29,12,2017.0,388
dataset/augmented\388_augmented_9.jpg,Stepwells,5,29,12,2017.0,388
dataset/augmented\388_augmented_10.jpg,Stepwells,5,29,12,2017.0,388
dataset/augmented\389_augmented_1.jpg,Stepwells,15,29,12,2017.0,389
dataset/augmented\389_augmented_2.jpg,Stepwells,15,29,12,2017.0,389
dataset/augmented\389_augmented_3.jpg,Stepwells,15,29,12,2017.0,389
dataset/augmented\389_augmented_4.jpg,Stepwells,15,29,12,2017.0,389
dataset/augmented\389_augmented_5.jpg,Stepwells,15,29,12,2017.0,389
dataset/augmented\389_augmented_6.jpg,Stepwells,15,29,12,2017.0,389
dataset/augmented\389_augmented_7.jpg,Stepwells,15,29,12,2017.0,389
dataset/augmented\389_augmented_8.jpg,Stepwells,15,29,12,2017.0,389
dataset/augmented\389_augmented_9.jpg,Stepwells,15,29,12,2017.0,389
dataset/augmented\389_augmented_10.jpg,Stepwells,15,29,12,2017.0,389
dataset/augmented\390_augmented_1.jpg,Stepwells,15,29,12,2017.0,390
dataset/augmented\390_augmented_2.jpg,Stepwells,15,29,12,2017.0,390
dataset/augmented\390_augmented_3.jpg,Stepwells,15,29,12,2017.0,390
dataset/augmented\390_augmented_4.jpg,Stepwells,15,29,12,2017.0,390
dataset/augmented\390_augmented_5.jpg,Stepwells,15,29,12,2017.0,390
dataset/augmented\390_augmented_6.jpg,Stepwells,15,29,12,2017.0,390
dataset/augmented\390_augmented_7.jpg,Stepwells,15,29,12,2017.0,390
dataset/augmented\390_augmented_8.jpg,Stepwells,15,29,12,2017.0,390
dataset/augmented\390_augmented_9.jpg,Stepwells,15,29,12,2017.0,390
dataset/augmented\390_augmented_10.jpg,Stepwells,15,29,12,2017.0,390
dataset/augmented\391_augmented_1.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/augmented\391_augmented_2.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/augmented\391_augmented_3.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/augmented\391_augmented_4.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/augmented\391_augmented_5.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/augmented\391_augmented_6.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/augmented\391_augmented_7.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/augmented\391_augmented_8.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/augmented\391_augmented_9.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/augmented\391_augmented_10.jpg,Dr. SHIVAJIRAO GANESH PATWARDHAN,5,28,12,2017.0,391
dataset/augmented\392_augmented_1.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/augmented\392_augmented_2.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/augmented\392_augmented_3.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/augmented\392_augmented_4.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/augmented\392_augmented_5.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/augmented\392_augmented_6.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/augmented\392_augmented_7.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/augmented\392_augmented_8.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/augmented\392_augmented_9.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/augmented\392_augmented_10.jpg,Dr. SHAMBHUNATH SINGH,5,26,12,2017.0,392
dataset/augmented\393_augmented_1.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/augmented\393_augmented_2.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/augmented\393_augmented_3.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/augmented\393_augmented_4.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/augmented\393_augmented_5.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/augmented\393_augmented_6.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/augmented\393_augmented_7.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/augmented\393_augmented_8.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/augmented\393_augmented_9.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/augmented\393_augmented_10.jpg,CENTENARY OF MAHASAMADHI OF SHRI SHIRDI SAI BABA,5,15,12,2017.0,393
dataset/augmented\394_augmented_1.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/augmented\394_augmented_2.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/augmented\394_augmented_3.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/augmented\394_augmented_4.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/augmented\394_augmented_5.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/augmented\394_augmented_6.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/augmented\394_augmented_7.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/augmented\394_augmented_8.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/augmented\394_augmented_9.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/augmented\394_augmented_10.jpg,INS KALVARI,5,7,12,2017.0,394
dataset/augmented\395_augmented_1.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/augmented\395_augmented_2.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/augmented\395_augmented_3.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/augmented\395_augmented_4.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/augmented\395_augmented_5.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/augmented\395_augmented_6.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/augmented\395_augmented_7.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/augmented\395_augmented_8.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/augmented\395_augmented_9.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/augmented\395_augmented_10.jpg,MAHABHARAT,50,27,11,2017.0,395
dataset/augmented\396_augmented_1.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/augmented\396_augmented_2.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/augmented\396_augmented_3.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/augmented\396_augmented_4.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/augmented\396_augmented_5.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/augmented\396_augmented_6.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/augmented\396_augmented_7.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/augmented\396_augmented_8.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/augmented\396_augmented_9.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/augmented\396_augmented_10.jpg,MAHABHARAT,15,27,11,2017.0,396
dataset/augmented\397_augmented_1.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/augmented\397_augmented_2.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/augmented\397_augmented_3.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/augmented\397_augmented_4.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/augmented\397_augmented_5.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/augmented\397_augmented_6.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/augmented\397_augmented_7.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/augmented\397_augmented_8.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/augmented\397_augmented_9.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/augmented\397_augmented_10.jpg,MAHABHARAT,15,27,11,2017.0,397
dataset/augmented\398_augmented_1.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/augmented\398_augmented_2.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/augmented\398_augmented_3.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/augmented\398_augmented_4.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/augmented\398_augmented_5.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/augmented\398_augmented_6.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/augmented\398_augmented_7.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/augmented\398_augmented_8.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/augmented\398_augmented_9.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/augmented\398_augmented_10.jpg,MAHABHARAT,15,27,11,2017.0,398
dataset/augmented\399_augmented_1.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/augmented\399_augmented_2.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/augmented\399_augmented_3.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/augmented\399_augmented_4.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/augmented\399_augmented_5.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/augmented\399_augmented_6.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/augmented\399_augmented_7.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/augmented\399_augmented_8.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/augmented\399_augmented_9.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/augmented\399_augmented_10.jpg,MAHABHARAT,15,27,11,2017.0,399
dataset/augmented\400_augmented_1.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/augmented\400_augmented_2.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/augmented\400_augmented_3.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/augmented\400_augmented_4.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/augmented\400_augmented_5.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/augmented\400_augmented_6.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/augmented\400_augmented_7.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/augmented\400_augmented_8.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/augmented\400_augmented_9.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/augmented\400_augmented_10.jpg,MAHABHARAT,25,27,11,2017.0,400
dataset/augmented\401_augmented_1.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/augmented\401_augmented_2.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/augmented\401_augmented_3.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/augmented\401_augmented_4.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/augmented\401_augmented_5.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/augmented\401_augmented_6.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/augmented\401_augmented_7.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/augmented\401_augmented_8.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/augmented\401_augmented_9.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/augmented\401_augmented_10.jpg,MAHABHARAT,15,27,11,2017.0,401
dataset/augmented\402_augmented_1.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/augmented\402_augmented_2.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/augmented\402_augmented_3.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/augmented\402_augmented_4.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/augmented\402_augmented_5.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/augmented\402_augmented_6.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/augmented\402_augmented_7.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/augmented\402_augmented_8.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/augmented\402_augmented_9.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/augmented\402_augmented_10.jpg,MAHABHARAT,15,27,11,2017.0,402
dataset/augmented\403_augmented_1.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/augmented\403_augmented_2.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/augmented\403_augmented_3.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/augmented\403_augmented_4.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/augmented\403_augmented_5.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/augmented\403_augmented_6.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/augmented\403_augmented_7.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/augmented\403_augmented_8.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/augmented\403_augmented_9.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/augmented\403_augmented_10.jpg,MAHABHARAT,25,27,11,2017.0,403
dataset/augmented\404_augmented_1.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/augmented\404_augmented_2.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/augmented\404_augmented_3.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/augmented\404_augmented_4.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/augmented\404_augmented_5.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/augmented\404_augmented_6.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/augmented\404_augmented_7.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/augmented\404_augmented_8.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/augmented\404_augmented_9.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/augmented\404_augmented_10.jpg,MAHABHARAT,25,27,11,2017.0,404
dataset/augmented\405_augmented_1.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/augmented\405_augmented_2.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/augmented\405_augmented_3.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/augmented\405_augmented_4.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/augmented\405_augmented_5.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/augmented\405_augmented_6.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/augmented\405_augmented_7.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/augmented\405_augmented_8.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/augmented\405_augmented_9.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/augmented\405_augmented_10.jpg,MAHABHARAT,15,27,11,2017.0,405
dataset/augmented\406_augmented_1.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/augmented\406_augmented_2.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/augmented\406_augmented_3.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/augmented\406_augmented_4.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/augmented\406_augmented_5.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/augmented\406_augmented_6.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/augmented\406_augmented_7.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/augmented\406_augmented_8.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/augmented\406_augmented_9.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/augmented\406_augmented_10.jpg,MAHABHARAT,15,27,11,2017.0,406
dataset/augmented\407_augmented_1.jpg,MAHABHARAT,25,27,11,2017.0,407
dataset/augmented\407_augmented_2.jpg,MAHABHARAT,25,27,11,2017.0,407
dataset/augmented\407_augmented_3.jpg,MAHABHARAT,25,27,11,2017.0,407
dataset/augmented\407_augmented_4.jpg,MAHABHARAT,25,27,11,2017.0,407
dataset/augmented\407_augmented_5.jpg,MAHABHARAT,25,27,11,2017.0,407
dataset/augmented\407_augmented_6.jpg,MAHABHARAT,25,27,11,2017.0,407
dataset/augmented\407_augmented_7.jpg,MAHABHARAT,25,27,11,2017.0,407
dataset/augmented\407_augmented_8.jpg,MAHABHARAT,25,27,11,2017.0,407
dataset/augmented\407_augmented_9.jpg,MAHABHARAT,25,27,11,2017.0,407
